x,y,beta,gamma,rx,ry
0,0,0.97564,1.95813,0.243145,0.295419
0,1,0.985254,1.98566,0.248137,0.294832
0,2,1.00101,2.02214,0.254662,0.294707
0,3,1.01789,2.06644,0.262772,0.294241
0,4,1.04032,2.1182,0.272193,0.294236
0,5,1.0618,2.17352,0.282511,0.293915
0,6,1.08318,2.23655,0.294459,0.293144
0,7,1.10969,2.30615,0.307639,0.292878
0,8,1.13455,2.36501,0.318787,0.293104
0,9,1.15782,2.41301,0.32795,0.293795
0,10,1.18092,2.45648,0.336267,0.294702
0,11,1.20141,2.50788,0.34638,0.295179
0,12,1.2185,2.56177,0.357185,0.295173
0,13,1.23711,2.61512,0.367888,0.2954
0,14,1.25455,2.67014,0.378981,0.295728
0,15,1.27589,2.72096,0.389124,0.296436
0,16,1.29335,2.75515,0.395888,0.297154
0,17,1.30258,2.77793,0.400426,0.297461
1,0,0.953751,1.91988,0.236926,0.294596
1,1,0.967996,1.9527,0.242644,0.294452
1,2,0.986722,1.99294,0.249658,0.294561
1,3,1.0021,2.03971,0.258251,0.293583
1,4,1.02324,2.09716,0.268781,0.292931
1,5,1.0465,2.15946,0.280394,0.292538
1,6,1.07022,2.22699,0.2931,0.291927
1,7,1.09818,2.30118,0.307149,0.291716
1,8,1.12224,2.36314,0.318908,0.29176
1,9,1.14369,2.41532,0.32895,0.292116
1,10,1.16294,2.46165,0.337949,0.29256
1,11,1.18536,2.52129,0.349702,0.293149
1,12,1.20477,2.57738,0.360851,0.293535
1,13,1.22387,2.63277,0.371929,0.294013
1,14,1.24541,2.69021,0.383417,0.294784
1,15,1.26863,2.74317,0.393967,0.295782
1,16,1.28843,2.78141,0.401521,0.296713
1,17,1.30167,2.80405,0.405961,0.297333
2,0,0.924834,1.86606,0.228065,0.29381
2,1,0.939904,1.90164,0.234214,0.293584
2,2,0.959343,1.94757,0.242224,0.293336
2,3,0.977756,1.99899,0.251475,0.292515
2,4,0.99969,2.06001,0.262621,0.291779
2,5,1.02474,2.13078,0.275751,0.291142
2,6,1.05143,2.20694,0.290001,0.290538
2,7,1.08036,2.2884,0.305349,0.29012
2,8,1.10485,2.35746,0.318483,0.289974
2,9,1.12521,2.41612,0.329822,0.290022
2,10,1.14303,2.46666,0.339672,0.290253
2,11,1.16723,2.533,0.352724,0.290964
2,12,1.18951,2.5933,0.364611,0.29171
2,13,1.21059,2.64947,0.375749,0.292532
2,14,1.23421,2.70744,0.387304,0.293703
2,15,1.25961,2.76088,0.397903,0.295042
2,16,1.28344,2.803,0.406181,0.296337
2,17,1.30092,2.82766,0.410934,0.297248
3,0,0.890771,1.79882,0.217027,0.29329
3,1,0.903432,1.83133,0.222625,0.292847
3,2,0.922335,1.87948,0.231037,0.292275
3,3,0.945218,1.93993,0.241683,0.291491
3,4,0.971247,2.01056,0.25425,0.290626
3,5,0.997567,2.08898,0.268796,0.289743
3,6,1.02713,2.17622,0.285017,0.288949
3,7,1.05849,2.26828,0.302225,0.288323
3,8,1.08508,2.34845,0.317447,0.288008
3,9,1.10651,2.4154,0.330386,0.287941
3,10,1.1249,2.47116,0.341254,0.288152
3,11,1.15063,2.54111,0.354915,0.289037
3,12,1.17505,2.60463,0.367396,0.290167
3,13,1.19857,2.66451,0.379244,0.291392
3,14,1.22204,2.72022,0.390281,0.292709
3,15,1.24742,2.77166,0.400458,0.294265
3,16,1.27282,2.81593,0.409147,0.2958
3,17,1.29335,2.84982,0.415793,0.297015
4,0,0.855278,1.72789,0.205652,0.292849
4,1,0.866565,1.7578,0.210684,0.292333
4,2,0.883923,1.80396,0.218633,0.291566
4,3,0.908707,1.86901,0.22999,0.290713
4,4,0.939366,1.95331,0.244944,0.289626
4,5,0.970107,2.04323,0.261161,0.288488
4,6,1.0013,2.13811,0.278678,0.287539
4,7,1.03537,2.24208,0.298018,0.28671
4,8,1.06501,2.3374,0.316069,0.286134
4,9,1.09018,2.41605,0.331124,0.286121
4,10,1.1116,2.47954,0.343444,0.286626
4,11,1.13808,2.55195,0.357528,0.287639
4,12,1.16195,2.61427,0.369793,0.288916
4,13,1.18656,2.67439,0.381622,0.290344
4,14,1.20945,2.72858,0.392355,0.291875
4,15,1.23195,2.77741,0.402034,0.293454
4,16,1.25381,2.81872,0.41017,0.294898
4,17,1.26896,2.84432,0.41518,0.295895
5,0,0.823608,1.66324,0.195369,0.29259
5,1,0.835055,1.69322,0.200251,0.29206
5,2,0.849134,1.73375,0.207371,0.291112
5,3,0.871108,1.79506,0.218049,0.289958
5,4,0.904959,1.88699,0.234124,0.288774
5,5,0.943959,1.99217,0.25252,0.287781
5,6,0.977081,2.0973,0.271846,0.286453
5,7,1.01227,2.20711,0.292002,0.285342
5,8,1.04678,2.31411,0.312282,0.285185
5,9,1.07687,2.41274,0.33114,0.285112
5,10,1.09765,2.48515,0.345156,0.285183
5,11,1.1224,2.55727,0.359185,0.286205
5,12,1.14694,2.6202,0.371508,0.287729
5,13,1.1724,2.68283,0.38383,0.289534
5,14,1.19537,2.74128,0.395398,0.291242
5,15,1.21431,2.78912,0.40491,0.292738
5,16,1.23142,2.82758,0.412536,0.294101
5,17,1.24277,2.85259,0.417481,0.294999
6,0,0.79468,1.60358,0.186108,0.292422
6,1,0.805763,1.63135,0.190672,0.29204
6,2,0.815619,1.66575,0.196706,0.290685
6,3,0.833318,1.7192,0.205906,0.289247
6,4,0.864271,1.80493,0.220896,0.28801
6,5,0.906053,1.91932,0.240965,0.286915
6,6,0.94863,2.04402,0.263225,0.285711
6,7,0.990799,2.17024,0.285882,0.284542
6,8,1.0296,2.29315,0.309112,0.28443
6,9,1.06485,2.4127,0.331825,0.284202
6,10,1.087,2.49393,0.347416,0.28412
6,11,1.10868,2.56411,0.361065,0.284982
6,12,1.13162,2.62953,0.373948,0.286629
6,13,1.15634,2.69618,0.387101,0.288645
6,14,1.1791,2.75902,0.39955,0.290583
6,15,1.19574,2.80777,0.409276,0.292182
6,16,1.21097,2.84736,0.417149,0.29361
6,17,1.22214,2.87403,0.422432,0.294625
7,0,0.762685,1.53676,0.17622,0.292393
7,1,0.770272,1.5629,0.180615,0.291282
