x,y,beta,gamma,rx,ry
0,0,1.03853,2.47433,0.347036,0.283155
0,1,1.02024,2.38357,0.329524,0.282896
0,2,1.00878,2.29035,0.310507,0.283645
0,3,1.00269,2.22144,0.296119,0.284675
0,4,1.00164,2.1872,0.288549,0.285528
0,5,1.00844,2.17809,0.285962,0.286252
0,6,1.019,2.185,0.286992,0.287622
0,7,1.03508,2.20181,0.289796,0.288843
0,8,1.05549,2.23201,0.295035,0.289879
0,9,1.07769,2.27042,0.301902,0.290684
0,10,1.099,2.31347,0.309746,0.291133
0,11,1.11576,2.35286,0.317145,0.291451
0,12,1.13007,2.394,0.325147,0.291428
0,13,1.1393,2.43151,0.332587,0.290948
0,14,1.14413,2.46347,0.339081,0.290239
0,15,1.14067,2.4923,0.345387,0.28895
0,16,1.12868,2.50555,0.348857,0.286958
0,17,1.10321,2.50089,0.350222,0.283577
1,0,1.00848,2.367,0.327418,0.282917
1,1,0.998991,2.28344,0.309714,0.284885
1,2,0.989226,2.19206,0.290808,0.285983
1,3,0.984591,2.13487,0.278732,0.286691
1,4,0.987259,2.11283,0.273712,0.287301
1,5,0.998279,2.11829,0.27415,0.288182
1,6,1.01275,2.13353,0.276578,0.289331
1,7,1.03287,2.16189,0.281477,0.290512
1,8,1.05588,2.20327,0.288871,0.291328
1,9,1.08026,2.25247,0.297935,0.291959
1,10,1.10479,2.30738,0.308184,0.292305
1,11,1.12602,2.35577,0.317283,0.292612
1,12,1.14287,2.40062,0.325963,0.292692
1,13,1.15585,2.44261,0.334247,0.292423
1,14,1.16453,2.47687,0.34109,0.292036
1,15,1.16815,2.50964,0.347867,0.291298
1,16,1.16331,2.52866,0.352145,0.290177
1,17,1.15366,2.53932,0.355215,0.28854
2,0,0.968398,2.2172,0.299547,0.283434
2,1,0.962873,2.14293,0.283325,0.286116
2,2,0.958968,2.07777,0.269247,0.287258
2,3,0.960949,2.04777,0.262304,0.2877
2,4,0.969873,2.04614,0.261133,0.288324
2,5,0.985671,2.06368,0.263812,0.28936
2,6,1.00428,2.09062,0.26838,0.290447
2,7,1.02769,2.13059,0.275416,0.291455
2,8,1.05249,2.17979,0.284326,0.29217
2,9,1.07853,2.23665,0.294835,0.292599
2,10,1.10601,2.3014,0.306987,0.292842
2,11,1.13393,2.3663,0.319278,0.29323
2,12,1.15538,2.41666,0.328924,0.293579
2,13,1.17144,2.46364,0.338172,0.29344
2,14,1.18573,2.50362,0.346087,0.293511
2,15,1.19779,2.54321,0.354002,0.293362
2,16,1.20065,2.56811,0.359187,0.292855
2,17,1.19784,2.58552,0.363091,0.291959
3,0,0.920502,2.03934,0.266749,0.284866
3,1,0.917015,1.98578,0.254504,0.287565
3,2,0.922527,1.95804,0.247488,0.288602
3,3,0.933978,1.96117,0.246729,0.288983
3,4,0.950854,1.98319,0.249863,0.289598
3,5,0.972262,2.01741,0.2554,0.290319
3,6,0.995329,2.05565,0.261931,0.291366
3,7,1.02056,2.10403,0.270495,0.292095
3,8,1.04988,2.16386,0.281325,0.292913
3,9,1.076,2.23015,0.293751,0.292861
3,10,1.10685,2.30502,0.307816,0.293041
3,11,1.14107,2.38366,0.322697,0.293607
3,12,1.16416,2.44022,0.333606,0.293962
3,13,1.18397,2.49432,0.344228,0.294052
3,14,1.2029,2.53898,0.352996,0.294461
3,15,1.22039,2.58289,0.361659,0.294728
3,16,1.22803,2.61284,0.367759,0.294565
3,17,1.23154,2.63495,0.372366,0.294264
4,0,0.868551,1.86953,0.236052,0.286346
4,1,0.871175,1.83892,0.228102,0.288983
4,2,0.885603,1.84498,0.227467,0.289953
4,3,0.904637,1.87356,0.231419,0.290381
4,4,0.92799,1.91607,0.238162,0.290736
4,5,0.955466,1.96886,0.246987,0.291263
4,6,0.981854,2.0211,0.256001,0.29187
4,7,1.00992,2.08002,0.266427,0.292334
4,8,1.04066,2.15388,0.279966,0.292521
4,9,1.07242,2.23231,0.294472,0.29259
4,10,1.10469,2.31502,0.310074,0.292656
4,11,1.14277,2.41063,0.328349,0.293214
4,12,1.16897,2.4774,0.341277,0.293665
4,13,1.19238,2.53806,0.353134,0.294042
4,14,1.21129,2.58663,0.362729,0.294438
4,15,1.23046,2.6319,0.371644,0.294899
4,16,1.24509,2.66216,0.377621,0.295383
4,17,1.25309,2.68575,0.382369,0.295553
5,0,0.825914,1.7371,0.21219,0.287614
5,1,0.833192,1.72444,0.207786,0.290124
5,2,0.852566,1.75075,0.21105,0.291032
5,3,0.874898,1.79193,0.217359,0.291384
5,4,0.900613,1.8454,0.226082,0.29147
5,5,0.931106,1.90945,0.23685,0.291752
5,6,0.962427,1.97539,0.248189,0.292234
5,7,0.991818,2.04633,0.2609,0.292079
5,8,1.02739,2.13839,0.277763,0.291898
5,9,1.06293,2.23029,0.294739,0.291783
5,10,1.0977,2.32333,0.312284,0.291811
5,11,1.14129,2.44047,0.334786,0.292499
5,12,1.17022,2.51784,0.349784,0.29302
5,13,1.19494,2.58426,0.362767,0.293514
5,14,1.2155,2.63598,0.372931,0.294112
5,15,1.23444,2.67961,0.381514,0.294712
5,16,1.25035,2.70646,0.386736,0.295418
