x,y,beta,gamma,rx,ry
0,0,0.965168,2.01561,0.255326,0.29004
0,1,0.969587,1.99921,0.251699,0.291435
0,2,0.980031,2.00251,0.251796,0.292743
0,3,0.994609,2.0271,0.255972,0.293259
0,4,1.01154,2.067,0.263217,0.293221
0,5,1.03142,2.11777,0.272576,0.293008
0,6,1.05519,2.17487,0.283152,0.292962
0,7,1.07777,2.23875,0.295194,0.292414
0,8,1.10235,2.30318,0.307328,0.292202
0,9,1.12499,2.359,0.317878,0.292294
0,10,1.14451,2.40213,0.326124,0.292764
0,11,1.17269,2.46257,0.337826,0.293695
0,12,1.1943,2.49914,0.344776,0.294758
0,13,1.20867,2.54201,0.353341,0.294871
0,14,1.22787,2.58992,0.362831,0.295337
0,15,1.24482,2.63076,0.370952,0.295748
0,16,1.26013,2.66567,0.377904,0.296226
0,17,1.27065,2.69006,0.382767,0.296571
1,0,0.941184,1.94107,0.241929,0.291159
1,1,0.950519,1.94324,0.24174,0.292319
1,2,0.965507,1.96216,0.244621,0.293302
1,3,0.98246,1.99705,0.25066,0.29349
1,4,0.999086,2.04368,0.259193,0.292885
1,5,1.01958,2.10028,0.269621,0.292402
1,6,1.04215,2.16342,0.281455,0.291839
1,7,1.06657,2.23265,0.294474,0.291317
1,8,1.09164,2.30187,0.307555,0.291021
1,9,1.11423,2.36224,0.319025,0.290971
1,10,1.1332,2.40982,0.328167,0.291225
1,11,1.16275,2.47639,0.341047,0.292155
1,12,1.18356,2.51923,0.349344,0.293029
1,13,1.20334,2.56671,0.358683,0.293672
1,14,1.22493,2.61835,0.368878,0.294384
1,15,1.24448,2.66136,0.377389,0.2951
1,16,1.26385,2.69983,0.384973,0.295897
1,17,1.27872,2.72585,0.390064,0.296588
2,0,0.912747,1.8683,0.229312,0.291708
2,1,0.924404,1.88399,0.231642,0.292299
2,2,0.940824,1.91493,0.236787,0.292653
2,3,0.960481,1.95985,0.244572,0.292541
2,4,0.979531,2.01331,0.25419,0.291829
2,5,1.00014,2.0755,0.265763,0.291102
2,6,1.02414,2.14512,0.278744,0.290414
2,7,1.04935,2.21999,0.292774,0.289741
2,8,1.0756,2.29525,0.306992,0.289421
2,9,1.10052,2.3664,0.320497,0.289267
2,10,1.11939,2.41994,0.330817,0.289337
2,11,1.15062,2.49532,0.345452,0.290359
2,12,1.1743,2.54745,0.355556,0.291395
2,13,1.19787,2.60103,0.366048,0.29242
2,14,1.22195,2.65558,0.376754,0.293436
2,15,1.2441,2.70006,0.38552,0.294538
2,16,1.26613,2.73842,0.393014,0.295642
2,17,1.28521,2.76295,0.397675,0.296667
3,0,0.877596,1.78606,0.21549,0.291984
3,1,0.889572,1.80994,0.219429,0.292103
3,2,0.906252,1.84678,0.225639,0.29204
3,3,0.929086,1.90189,0.235166,0.291672
3,4,0.95392,1.97007,0.247218,0.290833
3,5,0.978346,2.04445,0.260928,0.289903
3,6,1.00451,2.12326,0.275494,0.288978
3,7,1.03226,2.20722,0.291083,0.288183
3,8,1.06103,2.29095,0.30683,0.287882
3,9,1.08926,2.37406,0.322614,0.28775
3,10,1.10785,2.43367,0.334089,0.287546
3,11,1.14117,2.51333,0.34951,0.288817
3,12,1.16638,2.56995,0.360503,0.29007
3,13,1.19212,2.62668,0.371596,0.291389
3,14,1.21916,2.68384,0.382787,0.29281
3,15,1.24293,2.72907,0.391645,0.29411
3,16,1.26633,2.7671,0.39904,0.295417
3,17,1.28394,2.79255,0.403937,0.296444
4,0,0.845549,1.71618,0.204161,0.291975
4,1,0.856478,1.74167,0.208353,0.291777
4,2,0.870694,1.77537,0.214054,0.291543
4,3,0.89357,1.83185,0.223782,0.291065
4,4,0.922991,1.9131,0.238173,0.290074
4,5,0.954773,2.00791,0.255303,0.288848
4,6,0.98543,2.10054,0.272117,0.287657
4,7,1.01584,2.19399,0.289257,0.286655
4,8,1.04802,2.28671,0.306709,0.286605
4,9,1.08018,2.38126,0.324594,0.286562
4,10,1.10339,2.45025,0.337758,0.286682
4,11,1.13561,2.53304,0.353794,0.28789
4,12,1.15985,2.59101,0.365081,0.289108
4,13,1.18554,2.64865,0.376371,0.290577
4,14,1.21297,2.70654,0.387711,0.2922
4,15,1.23782,2.75265,0.396726,0.293727
4,16,1.26301,2.79293,0.404551,0.295244
4,17,1.2847,2.82197,0.410101,0.296506
5,0,0.818001,1.65814,0.194884,0.291847
5,1,0.828175,1.68474,0.199221,0.291377
5,2,0.839941,1.71217,0.203765,0.291232
5,3,0.858637,1.76177,0.212481,0.290547
5,4,0.8889,1.84713,0.227581,0.289372
5,5,0.927698,1.96107,0.247957,0.288011
5,6,0.965673,2.07195,0.267796,0.286813
5,7,1.002,2.1828,0.287955,0.285727
5,8,1.03825,2.29002,0.308037,0.285593
5,9,1.07224,2.3931,0.327457,0.285474
5,10,1.09713,2.46861,0.341817,0.285697
5,11,1.12954,2.55236,0.357949,0.286951
5,12,1.15203,2.60724,0.368679,0.288241
5,13,1.17809,2.66466,0.379899,0.289864
