x,y,beta,gamma,rx,ry
0,0,0.971857,1.94542,0.240839,0.295783
0,1,0.987058,1.97155,0.245222,0.296416
0,2,1.00242,2.00313,0.250785,0.296546
0,3,1.01808,2.05425,0.260277,0.295186
0,4,1.04184,2.11237,0.270846,0.294798
0,5,1.0624,2.1644,0.280451,0.294408
0,6,1.08069,2.21698,0.290388,0.293761
0,7,1.10496,2.28426,0.303242,0.293352
0,8,1.13441,2.35565,0.31682,0.293504
0,9,1.16222,2.41322,0.327802,0.294287
0,10,1.18939,2.46436,0.337606,0.295296
0,11,1.21164,2.5133,0.347147,0.295936
0,12,1.2274,2.56565,0.357697,0.295686
0,13,1.24357,2.61191,0.366997,0.295773
0,14,1.25719,2.66124,0.377014,0.295958
0,15,1.27442,2.71073,0.38697,0.296359
0,16,1.294,2.74675,0.394111,0.297247
0,17,1.3084,2.77605,0.399937,0.297799
1,0,0.946563,1.90294,0.233829,0.294663
1,1,0.963975,1.93709,0.239663,0.294996
1,2,0.981764,1.9778,0.246819,0.294843
1,3,1.00078,2.02946,0.256144,0.294033
1,4,1.02427,2.08997,0.267147,0.293448
1,5,1.04621,2.14341,0.276912,0.293275
1,6,1.06712,2.20414,0.288386,0.292645
1,7,1.09554,2.28128,0.303077,0.292336
1,8,1.12417,2.35663,0.317461,0.292287
1,9,1.14853,2.41428,0.328465,0.292681
1,10,1.17083,2.46876,0.339118,0.293123
1,11,1.19357,2.5238,0.349913,0.29377
1,12,1.21331,2.57629,0.360329,0.294181
1,13,1.23104,2.62464,0.369988,0.294621
1,14,1.24953,2.67768,0.380656,0.295204
1,15,1.27132,2.73176,0.391488,0.296064
1,16,1.29261,2.77692,0.400487,0.297021
1,17,1.31014,2.80591,0.406192,0.297804
2,0,0.919484,1.85594,0.226011,0.293597
2,1,0.934672,1.8864,0.231243,0.293837
2,2,0.955291,1.9314,0.238977,0.293837
2,3,0.976202,1.98952,0.249484,0.292869
2,4,0.999053,2.0507,0.260531,0.292122
2,5,1.0225,2.11195,0.271749,0.291723
2,6,1.04846,2.18478,0.285405,0.291196
2,7,1.08029,2.2755,0.302601,0.29068
2,8,1.10874,2.35547,0.31783,0.290468
2,9,1.13049,2.42006,0.330376,0.290421
2,10,1.15036,2.47689,0.341473,0.290631
2,11,1.17192,2.53666,0.353252,0.291183
2,12,1.19232,2.59023,0.36382,0.291897
2,13,1.21302,2.64218,0.374102,0.292781
2,14,1.23616,2.69917,0.385492,0.293957
2,15,1.26284,2.75756,0.397117,0.295361
