x,y,beta,gamma,rx,ry
0,0,0.0746772,0.153261,0.0561608,0.291698
0,1,0.0952945,0.199933,0.0574663,0.29055
0,2,0.124651,0.256828,0.0591645,0.290797
0,3,0.154234,0.316555,0.0611121,0.290633
0,4,0.180506,0.37513,0.0638264,0.289463
0,5,0.204857,0.429063,0.0662984,0.288451
0,6,0.229821,0.48617,0.0699706,0.287188
0,7,0.264124,0.564008,0.075106,0.2856
0,8,0.294942,0.634421,0.0797729,0.284095
0,9,0.328103,0.696634,0.0845455,0.284826
0,10,0.369524,0.77281,0.0907705,0.285975
0,11,0.415088,0.856259,0.0980512,0.286969
0,12,0.457329,0.933216,0.105041,0.286493
0,13,0.494548,0.998692,0.111566,0.281672
0,14,0.519415,1.03899,0.115619,0.271305
0,15,0.522824,1.03887,0.115332,0.25592
0,16,0.499846,0.989255,0.109555,0.234622
0,17,0.449995,0.888094,0.100526,0.203998
0,18,0.384034,0.752593,0.0852505,0.171229
0,19,0.30528,0.598548,0.0707154,0.134934
0,20,0.229851,0.44762,0.0560806,0.0990228
0,21,0.16468,0.31866,0.0389751,0.0677465
0,22,0.110403,0.222426,0.0292973,0.0493762
0,23,0.0766479,0.149296,0.0231771,0.0370869
0,24,0.0524288,0.0985501,0.0148819,0.0269106
0,25,0.0322393,0.0579512,0.00814406,0.0141933
0,26,0.018189,0.0386184,0.00589855,0.0133443
0,27,0.0121039,0.0172836,0.0074594,0.0108128
0,28,0.00689656,0.0140488,0.00363097,0.00804717
0,29,0.00834775,0.0099772,0.00814636,0.00773673
0,30,0.00568442,0.00506422,0.00355803,0.000238112
0,31,0.00239371,0.00169065,0.00934513,0.00906135
0,32,0.000334659,0.00446932,0.00870817,0.00411073
0,33,0.00662193,0.000544247,0.00760523,0.00850672
0,34,0.0072,0,0.0057,0.0007
0,35,0.0003,0.0015,0.0084,0.0024
1,0,0.0990906,0.197617,0.0571962,0.292375
1,1,0.113731,0.230299,0.058266,0.291683
1,2,0.138772,0.282771,0.0599771,0.291161
1,3,0.163188,0.334651,0.0617461,0.290539
1,4,0.186096,0.386293,0.0643813,0.28945
1,5,0.211027,0.443391,0.0674726,0.288115
1,6,0.239434,0.506727,0.0713471,0.286955
1,7,0.274275,0.584967,0.0765736,0.285492
1,8,0.306725,0.656333,0.0814839,0.284397
1,9,0.343351,0.724941,0.0866835,0.285218
1,10,0.38848,0.808185,0.0937904,0.286473
1,11,0.43898,0.900921,0.102157,0.28789
