x,y,beta,gamma,rx,ry
0,0,0.124661,0.23703,0.0586031,0.294444
0,1,0.151872,0.297003,0.0608512,0.293338
0,2,0.176547,0.351946,0.062995,0.292244
0,3,0.195255,0.395315,0.064976,0.291112
0,4,0.211545,0.433029,0.0670286,0.290148
0,5,0.227549,0.47032,0.0693438,0.289102
0,6,0.246792,0.513972,0.0722123,0.287705
0,7,0.267533,0.561108,0.0752021,0.284967
0,8,0.283321,0.597532,0.0773064,0.279146
0,9,0.288509,0.609655,0.0771817,0.267938
0,10,0.28239,0.591229,0.073866,0.247538
0,11,0.263501,0.545684,0.067433,0.217882
0,12,0.232426,0.481188,0.0596951,0.178818
0,13,0.195664,0.402424,0.0487309,0.140378
0,14,0.162694,0.328355,0.040013,0.103937
0,15,0.127306,0.255662,0.0308644,0.0743003
0,16,0.0967182,0.195226,0.0224589,0.055335
0,17,0.0709407,0.142937,0.0222306,0.0368109
0,18,0.0580444,0.107951,0.0158155,0.0317437
0,19,0.0397651,0.0757178,0.0154883,0.0236533
0,20,0.0274832,0.0485255,0.0142391,0.0147512
0,21,0.0192253,0.0320117,0.00782047,0.00779884
0,22,0.00992292,0.0262858,0.00801761,0.00965883
0,23,0.0103745,0.0192393,0.00918373,0.011523
0,24,0.0097178,0.0145164,0.00563076,0.010616
0,25,0.00535544,0.00500876,0.00220922,0.00389441
0,26,0.00236971,0.00763228,0.00240712,0.00746516
0,27,0.00364049,0.000581759,0.00560949,0.00771331
0,28,0.0023,0.005,0.0026,0.0064
0,29,0.0068,0.0069,0.0078,0.0072
0,30,0.005,0.0037,0.0034,0
0,31,0.0022,0.0013,0.0093,0.009
0,32,0.0003,0.0044,0.0087,0.0041
0,33,0.0066,0.0005,0.0076,0.0085
0,34,0.0072,0,0.0057,0.0007
0,35,0.0003,0.0015,0.0084,0.0024
1,0,0.154817,0.298912,0.0610021,0.294046
1,1,0.174257,0.34135,0.0626485,0.293335
1,2,0.194419,0.387151,0.0644539,0.292279
1,3,0.211357,0.425346,0.0663947,0.291463
1,4,0.225364,0.461178,0.0684402,0.290036
1,5,0.240038,0.496804,0.0708802,0.288902
1,6,0.262009,0.544766,0.0743133,0.288087
1,7,0.287092,0.601646,0.0783065,0.286264
1,8,0.306729,0.648373,0.0814163,0.283142
1,9,0.31597,0.67148,0.082769,0.277616
1,10,0.320618,0.67264,0.0825733,0.263987
1,11,0.312631,0.649969,0.0787288,0.239247
1,12,0.289855,0.597534,0.0717374,0.204146
1,13,0.256172,0.52529,0.0648422,0.165337
1,14,0.215444,0.441176,0.0529039,0.131113
1,15,0.175564,0.353012,0.0432907,0.0950167
1,16,0.135787,0.273445,0.0361658,0.073233
1,17,0.102757,0.207983,0.0250833,0.0519495
1,18,0.0790454,0.14915,0.0190003,0.0406425
1,19,0.0528315,0.110915,0.0186975,0.0228218
1,20,0.0444391,0.0809476,0.00895023,0.0233286
1,21,0.0265851,0.056784,0.0110486,0.0128936
1,22,0.0209977,0.039482,0.00625329,0.00572288
1,23,0.0123839,0.0251544,0.00322271,0.00856074
1,24,0.00532694,0.0175952,0.00330432,0.00393556
1,25,0.00557792,0.00946566,0.00716007,0.00936416
1,26,0.00592986,0.0110669,0.00713574,0.0053552
1,27,0.00494787,0.00459864,0.00513506,0.00374847
1,28,0.0035,0.0057,0.0025,0.0063
1,29,0.0049,0.0081,0.0096,0.0012
1,30,0.008,0.0027,0.0012,0.0016
1,31,0.0001,0.0024,0.0069,0.0004
1,32,0.0004,0.0089,0.0024,0.0033
1,33,0.0036,0.009,0.002,0.0083
1,34,0.0079,0.0089,0.0032,0.0029
1,35,0.0031,0.0081,0.0064,0.0066
2,0,0.187897,0.366463,0.0640374,0.293684
2,1,0.202753,0.396963,0.0651625,0.293493
2,2,0.217873,0.429369,0.0664552,0.293061
2,3,0.231631,0.462259,0.068387,0.292078
2,4,0.245167,0.496454,0.0706806,0.290794
2,5,0.260534,0.534015,0.0733722,0.289582
2,6,0.283491,0.585976,0.0773554,0.288507
2,7,0.310647,0.647706,0.0819228,0.287011
2,8,0.332061,0.697519,0.0855186,0.285032
2,9,0.347533,0.729898,0.0880118,0.281775
2,10,0.361834,0.752734,0.0900524,0.272693
2,11,0.3675,0.757852,0.0902814,0.254821
2,12,0.357339,0.728808,0.0860046,0.227231
2,13,0.329142,0.669737,0.0798744,0.189678
2,14,0.287734,0.580374,0.0671017,0.153487
2,15,0.242088,0.482859,0.0546418,0.120187
2,16,0.194519,0.384219,0.0441656,0.090911
2,17,0.149472,0.294259,0.0336219,0.0698277
2,18,0.112985,0.2178,0.0323485,0.0477978
2,19,0.0791986,0.158659,0.0255345,0.031764
2,20,0.0526679,0.107319,0.0150467,0.0236663
2,21,0.044065,0.0710852,0.0112249,0.017788
2,22,0.028653,0.0485966,0.00960631,0.0140263
2,23,0.0170454,0.0306424,0.0107824,0.00826858
2,24,0.0103149,0.0237087,0.00763382,0.00269428
2,25,0.0091385,0.0142186,0.00725427,0.00431877
2,26,0.00270545,0.00911699,0.00534797,0.00471499
2,27,0.00250655,0.00461599,0.00424905,0.00246781
2,28,0.0064,0.0073,0.0051,0.006
2,29,0.0085,0.0084,0.0003,0.0052
2,30,0.0033,0.0051,0.0012,0.0072
2,31,0.0095,0.009,0.0006,0.0026
2,32,0.0084,0.0064,0.0027,0.0037
2,33,0.0032,0.0091,0.0067,0.0043
2,34,0.0051,0.0016,0.0085,0.0075
2,35,0.0057,0.0026,0.0097,0.0022
3,0,0.223737,0.438671,0.0676101,0.293482
3,1,0.234506,0.460669,0.0686341,0.29338
3,2,0.246167,0.486208,0.0700111,0.29297
3,3,0.258933,0.5155,0.0718065,0.292287
3,4,0.272633,0.548165,0.0740668,0.291348
3,5,0.289424,0.588374,0.0774275,0.290217
3,6,0.313988,0.644547,0.0819895,0.289011
3,7,0.342455,0.707987,0.0869939,0.287805
3,8,0.367106,0.761656,0.0911088,0.286603
3,9,0.38956,0.806914,0.0954419,0.284425
3,10,0.413648,0.851758,0.0998756,0.279094
3,11,0.430779,0.880407,0.102314,0.266876
3,12,0.432003,0.875629,0.101802,0.247588
3,13,0.412802,0.830962,0.0972502,0.216967
3,14,0.37219,0.746177,0.0855084,0.185687
3,15,0.318121,0.633394,0.075456,0.148619
3,16,0.25702,0.51446,0.0583697,0.115131
3,17,0.201563,0.400985,0.047931,0.0918846
3,18,0.149787,0.304545,0.0403718,0.063622
3,19,0.115061,0.22195,0.0281889,0.0501247
3,20,0.07857,0.156686,0.0211496,0.0319592
3,21,0.0520137,0.102162,0.0163751,0.0203286
3,22,0.0331841,0.0698505,0.0165978,0.0207423
3,23,0.0195222,0.0441087,0.00623637,0.0104794
3,24,0.0110586,0.0230111,0.00780607,0.00846918
3,25,0.0113249,0.0202914,0.00570818,0.00892132
3,26,0.0101599,0.00746866,0.0101647,0.00781886
3,27,0.00184276,0.00488393,0.00532926,0.00626836
3,28,0.00334027,0.0100767,0.00933319,0.00544133
3,29,0.00273944,0.00477785,0.00690946,0.00431152
3,30,0.0019,0.0065,0.0036,0.0023
3,31,0.0031,0.0056,0.0061,0.0036
3,32,0.0073,0.0014,0.0085,0.0032
3,33,0.0005,0.0028,0.0003,0.008
3,34,0.0053,0,0.005,0.0064
3,35,0.0037,0.0003,0.0026,0.0067
4,0,0.261535,0.513768,0.0717847,0.293481
4,1,0.271511,0.534822,0.0730552,0.29329
4,2,0.283322,0.560475,0.0747796,0.292939
4,3,0.295256,0.587182,0.0766122,0.292443
4,4,0.30837,0.618608,0.0793464,0.291563
4,5,0.328188,0.664288,0.0834077,0.290559
4,6,0.355225,0.724516,0.0886892,0.289535
4,7,0.385365,0.78987,0.0943283,0.288636
4,8,0.414375,0.850618,0.0996037,0.287908
4,9,0.44574,0.912489,0.105781,0.286909
4,10,0.47841,0.974828,0.112121,0.284319
4,11,0.503666,1.02075,0.116894,0.278
4,12,0.513459,1.0356,0.118931,0.265519
4,13,0.503024,1.01041,0.116166,0.242957
4,14,0.466042,0.933075,0.107078,0.215557
4,15,0.411246,0.817086,0.0965895,0.183125
4,16,0.344192,0.681789,0.0805513,0.147765
4,17,0.272635,0.540667,0.0627185,0.114401
4,18,0.209226,0.414403,0.0503014,0.086483
4,19,0.156906,0.305949,0.0394232,0.0607665
4,20,0.109286,0.214848,0.0254122,0.0482213
4,21,0.0790506,0.151281,0.0184357,0.0295208
4,22,0.0471456,0.0980748,0.0110877,0.0168553
4,23,0.0335422,0.0661655,0.0158352,0.0144019
4,24,0.0187247,0.0385921,0.00616294,0.0117575
4,25,0.0142594,0.0223469,0.00445576,0.0127906
4,26,0.0114953,0.0154469,0.00726436,0.00625403
4,27,0.00371802,0.00513201,0.00786256,0.00665606
4,28,0.00619185,0.00987516,0.00574365,0.00357495
4,29,0.00697557,0.00784771,0.00664225,0.00705133
4,30,0.00234698,0.00699258,0.00711126,0.00721358
4,31,0.0057,0.0066,0.0018,0.0075
