x,y,beta,gamma,rx,ry
0,0,0.0635056,0.130835,0.05556,0.29177
0,1,0.0833454,0.174363,0.0566595,0.29094
0,2,0.110067,0.228268,0.0582546,0.290736
0,3,0.146854,0.305527,0.0609577,0.289946
0,4,0.179156,0.3769,0.063763,0.288628
0,5,0.202408,0.429163,0.0662397,0.287538
0,6,0.222149,0.476278,0.0691152,0.286178
0,7,0.254989,0.548344,0.0737911,0.285101
0,8,0.291131,0.626991,0.0790668,0.284029
0,9,0.327985,0.698613,0.084286,0.284415
0,10,0.374361,0.783481,0.0906907,0.285798
0,11,0.421892,0.871483,0.0980888,0.287022
0,12,0.461406,0.943488,0.104138,0.288157
0,13,0.505235,1.02133,0.112656,0.288932
0,14,0.560245,1.11769,0.123081,0.288016
0,15,0.598225,1.18264,0.130094,0.284509
0,16,0.606314,1.19298,0.131379,0.275566
0,17,0.584915,1.14769,0.127627,0.257292
0,18,0.53291,1.04213,0.116318,0.229856
0,19,0.449981,0.879956,0.100431,0.19183
0,20,0.352994,0.688159,0.0813377,0.147822
0,21,0.258738,0.502723,0.0590042,0.105139
0,22,0.176625,0.35109,0.0432894,0.074942
0,23,0.119842,0.233788,0.0322968,0.0534841
0,24,0.079288,0.151272,0.0207073,0.0369986
0,25,0.0483697,0.0896653,0.0117144,0.0202676
0,26,0.027677,0.0571965,0.00800036,0.0168215
0,27,0.0175613,0.0280493,0.00865496,0.0127946
0,28,0.0098901,0.0199377,0.00430201,0.00912018
0,29,0.00986997,0.01299,0.00848296,0.00827347
0,30,0.00641906,0.0065239,0.00372657,0.000495689
0,31,0.00274257,0.00238491,0.0094235,0.00917715
0,32,0.000457886,0.00471623,0.00873691,0.00415
0,33,0.00667016,0.000641615,0.00761667,0.00852174
0,34,0.00720694,1.38761e-05,0.00570167,0.000702116
0,35,0.000304123,0.00150818,0.00840097,0.00240124
1,0,0.086725,0.175232,0.0564809,0.29199
1,1,0.0983685,0.202953,0.0572157,0.291071
1,2,0.123698,0.252191,0.0587278,0.291269
1,3,0.155614,0.31962,0.0611161,0.290521
1,4,0.184073,0.382667,0.0638615,0.289342
1,5,0.208234,0.436022,0.0663453,0.288381
1,6,0.232164,0.492968,0.0699998,0.286779
1,7,0.267796,0.575401,0.0754592,0.284869
1,8,0.299641,0.649301,0.0803889,0.283129
1,9,0.334655,0.714028,0.0853858,0.284073
1,10,0.385299,0.806263,0.0928423,0.285677
1,11,0.434766,0.897089,0.100322,0.28713
1,12,0.481341,0.980627,0.10857,0.288762
1,13,0.540414,1.08599,0.119615,0.290785
1,14,0.604969,1.19973,0.131752,0.292894
1,15,0.646885,1.27238,0.13932,0.294306
1,16,0.668123,1.30917,0.144048,0.292752
1,17,0.671959,1.31384,0.145101,0.286535
1,18,0.645494,1.26043,0.139905,0.270437
1,19,0.577444,1.13016,0.127121,0.237716
1,20,0.479003,0.934625,0.10439,0.196116
1,21,0.36258,0.712196,0.0823898,0.145878
1,22,0.258919,0.506067,0.058224,0.0999799
1,23,0.172336,0.338558,0.0385893,0.0696711
1,24,0.108338,0.218799,0.0259829,0.0430277
1,25,0.0691312,0.13443,0.0209243,0.0327135
1,26,0.0434508,0.0848728,0.0153224,0.0191358
1,27,0.0259034,0.0459965,0.00979043,0.0113586
1,28,0.015183,0.0287673,0.00515393,0.0104099
1,29,0.0099104,0.0180248,0.010715,0.0029438
1,30,0.0104494,0.00759791,0.00177827,0.00243315
1,31,0.00116736,0.00452551,0.00714785,0.000748515
1,32,0.000763925,0.00962358,0.00248785,0.00341297
1,33,0.00378343,0.00936517,0.00204463,0.00835536
1,34,0.00793313,0.00896569,0.00320809,0.00290986
1,35,0.00311987,0.00813922,0.00640477,0.00660581
2,0,0.117644,0.230379,0.0577415,0.293064
2,1,0.128907,0.253261,0.0582892,0.292944
2,2,0.146195,0.291939,0.0597216,0.292146
2,3,0.167839,0.340607,0.0615103,0.291094
2,4,0.190784,0.39119,0.0640612,0.290204
2,5,0.21653,0.449964,0.0672855,0.288864
2,6,0.244695,0.515519,0.0712796,0.287214
2,7,0.280091,0.598247,0.0769782,0.285191
2,8,0.310216,0.669856,0.0819381,0.28327
2,9,0.348172,0.739867,0.0873117,0.284297
2,10,0.403326,0.840192,0.0960311,0.28608
2,11,0.461959,0.947167,0.105513,0.287904
2,12,0.516587,1.04626,0.115541,0.28972
2,13,0.580027,1.15955,0.127544,0.29205
2,14,0.637681,1.2599,0.138352,0.294493
2,15,0.674571,1.32276,0.145247,0.29625
2,16,0.697242,1.36221,0.149976,0.296999
2,17,0.711424,1.38758,0.153318,0.296502
2,18,0.710421,1.38562,0.154019,0.291037
2,19,0.676172,1.32065,0.148103,0.272582
2,20,0.595115,1.16451,0.131265,0.237076
2,21,0.48088,0.935514,0.106672,0.188519
2,22,0.353853,0.689411,0.08036,0.138213
2,23,0.241509,0.472045,0.05886,0.0931062
2,24,0.156809,0.31098,0.0395581,0.0578484
2,25,0.100671,0.194768,0.0273591,0.0380293
2,26,0.0579042,0.117603,0.0175991,0.0245329
2,27,0.0338877,0.0665401,0.0113153,0.0136207
2,28,0.0242133,0.0426178,0.00915123,0.0121518
2,29,0.0167105,0.024748,0.00224672,0.00795888
2,30,0.00754573,0.0135347,0.00220702,0.00857481
2,31,0.0114,0.0128034,0.00106188,0.00320983
2,32,0.00915544,0.00791178,0.00288412,0.0039324
2,33,0.00358198,0.00985797,0.0067912,0.00441539
2,34,0.0051557,0.00171056,0.00851327,0.00751628
2,35,0.00573247,0.00266444,0.0097077,0.00220966
3,0,0.154868,0.296287,0.0595152,0.294462
3,1,0.161005,0.312069,0.0600062,0.293832
3,2,0.172931,0.338773,0.0611982,0.293258
3,3,0.188314,0.373876,0.0627782,0.292425
3,4,0.206519,0.415901,0.064995,0.291373
3,5,0.231085,0.472698,0.0684801,0.289987
3,6,0.261586,0.543072,0.0730796,0.288334
3,7,0.29673,0.624585,0.0789384,0.286424
3,8,0.331813,0.702076,0.0847798,0.285204
3,9,0.374373,0.785426,0.0917044,0.285563
3,10,0.436733,0.901675,0.101986,0.287097
