x,y,beta,gamma,rx,ry
0,0,0.058058,0.11129,0.0548773,0.2934
0,1,0.0818741,0.164316,0.0562312,0.29226
0,2,0.113964,0.232602,0.0582673,0.291365
0,3,0.152479,0.315737,0.0611166,0.29013
0,4,0.178901,0.376311,0.0634438,0.288642
0,5,0.198646,0.419832,0.0655913,0.287867
0,6,0.216158,0.461947,0.0681039,0.286587
0,7,0.245455,0.526545,0.0722863,0.285566
0,8,0.282867,0.608002,0.0777574,0.284448
0,9,0.32358,0.687861,0.0835391,0.284745
0,10,0.376842,0.784847,0.0908332,0.286412
0,11,0.428216,0.875451,0.097946,0.288503
0,12,0.469949,0.955704,0.105357,0.289037
0,13,0.516938,1.04181,0.114152,0.289943
0,14,0.572298,1.13947,0.12492,0.290166
0,15,0.614024,1.21161,0.132779,0.288852
0,16,0.627363,1.23213,0.135299,0.282984
0,17,0.615277,1.20485,0.133372,0.269018
0,18,0.572343,1.11762,0.124221,0.245467
0,19,0.492342,0.961438,0.108866,0.208807
0,20,0.389363,0.758642,0.088612,0.162582
0,21,0.285101,0.554002,0.0645081,0.115897
0,22,0.193674,0.384038,0.0468268,0.0817003
0,23,0.129872,0.253312,0.0343774,0.0573929
0,24,0.0848662,0.16217,0.021897,0.0391524
0,25,0.0513649,0.095528,0.0123664,0.0214323
0,26,0.0292231,0.0602081,0.00833691,0.0174059
0,27,0.0183458,0.0295888,0.00882361,0.0130886
0,28,0.0102738,0.0206881,0.00438636,0.00926239
0,29,0.0100527,0.0133492,0.00852239,0.00834052
0,30,0.00649996,0.00668335,0.00374465,0.000525348
0,31,0.00277337,0.00244577,0.00943028,0.00918768
0,32,0.000464082,0.00472859,0.00873835,0.00415196
0,33,0.00667176,0.000644812,0.00761705,0.00852221
0,34,0.00720765,1.52811e-05,0.00570184,0.00070233
0,35,0.000304524,0.00150897,0.00840107,0.00240136
1,0,0.0812168,0.160173,0.0559066,0.292813
1,1,0.0959903,0.19291,0.0567171,0.292057
1,2,0.124931,0.252134,0.0586132,0.291733
1,3,0.159606,0.325584,0.0611151,0.290909
1,4,0.186522,0.388428,0.0639303,0.289184
1,5,0.205178,0.431944,0.0659565,0.288007
1,6,0.222766,0.472083,0.0685275,0.28713
1,7,0.256485,0.549602,0.0736504,0.285403
1,8,0.291685,0.630561,0.0790814,0.283609
1,9,0.329044,0.701504,0.0844823,0.284297
1,10,0.384649,0.802765,0.0925401,0.286052
1,11,0.437638,0.899052,0.100529,0.287763
1,12,0.487231,0.98962,0.109363,0.289267
1,13,0.547228,1.09803,0.120586,0.291182
1,14,0.610292,1.20929,0.1324,0.293463
1,15,0.650564,1.27838,0.139527,0.295312
1,16,0.674346,1.31927,0.144726,0.295069
