x,y,beta,gamma,rx,ry
0,0,0.0910932,0.187487,0.0571929,0.291351
0,1,0.116997,0.237558,0.058741,0.291574
0,2,0.145262,0.294074,0.0607548,0.291489
0,3,0.171697,0.348938,0.0630071,0.291047
0,4,0.197528,0.404481,0.0658606,0.290295
0,5,0.224404,0.464769,0.0693664,0.289095
0,6,0.254089,0.530779,0.073447,0.287891
0,7,0.284586,0.598649,0.077998,0.28662
0,8,0.310985,0.658418,0.0820536,0.285142
0,9,0.328747,0.699114,0.0848767,0.28353
0,10,0.345167,0.726071,0.0869819,0.280182
0,11,0.352945,0.734449,0.0871775,0.269173
0,12,0.346696,0.715441,0.0845905,0.246061
0,13,0.326323,0.667492,0.0777783,0.213092
0,14,0.294212,0.594703,0.0692377,0.175562
0,15,0.251443,0.505113,0.05846,0.138679
0,16,0.205965,0.413225,0.0468781,0.108497
0,17,0.161777,0.32358,0.0414812,0.079539
0,18,0.12895,0.249696,0.0312744,0.0635727
0,19,0.0938085,0.183152,0.0269455,0.0471025
0,20,0.0670264,0.127192,0.0225525,0.0316975
0,21,0.0465916,0.0862976,0.0137653,0.0191957
0,22,0.0283175,0.0623219,0.0119521,0.0167965
0,23,0.0227545,0.0436119,0.0118204,0.016219
0,24,0.0179337,0.0307392,0.00742334,0.0137196
0,25,0.0103451,0.0148698,0.00331993,0.00577868
0,26,0.00503623,0.0128741,0.00300208,0.0084349
0,27,0.0045314,0.00236064,0.00581158,0.00801907
0,28,0.00281322,0.00602342,0.00271901,0.00657466
0,29,0.00683394,0.00696853,0.0078079,0.00721122
0,30,0.005,0.0037,0.0034,0
0,31,0.0022,0.0013,0.0093,0.009
0,32,0.0003,0.0044,0.0087,0.0041
0,33,0.0066,0.0005,0.0076,0.0085
0,34,0.0072,0,0.0057,0.0007
0,35,0.0003,0.0015,0.0084,0.0024
1,0,0.11911,0.240414,0.0588198,0.291804
1,1,0.136632,0.275258,0.0599531,0.291786
1,2,0.159526,0.321301,0.0616353,0.291683
1,3,0.183829,0.371908,0.064015,0.291248
1,4,0.208593,0.426302,0.0668583,0.290317
1,5,0.235389,0.486563,0.0707079,0.289115
1,6,0.268683,0.558787,0.0755121,0.288125
1,7,0.302351,0.63433,0.0806082,0.286686
1,8,0.332614,0.698852,0.0852512,0.285954
1,9,0.356987,0.748486,0.0890293,0.285535
