x,y,beta,gamma,rx,ry
0,0,0.0923977,0.177219,0.0566285,0.293735
0,1,0.117323,0.225975,0.0578393,0.293784
0,2,0.143389,0.286734,0.0603,0.292138
0,3,0.170266,0.349259,0.0629763,0.290477
0,4,0.194922,0.406314,0.0658995,0.289043
0,5,0.22222,0.468649,0.0694859,0.287644
0,6,0.255282,0.541838,0.0740298,0.286403
0,7,0.290946,0.619724,0.0790688,0.285278
0,8,0.320208,0.682822,0.0832369,0.284507
0,9,0.351816,0.739405,0.0875034,0.285643
0,10,0.383884,0.797451,0.0921949,0.286617
0,11,0.414729,0.853604,0.0972307,0.286767
0,12,0.441057,0.900834,0.101801,0.283856
0,13,0.458861,0.930144,0.104494,0.273808
0,14,0.459265,0.923359,0.103662,0.254437
0,15,0.438163,0.875277,0.0981788,0.227011
0,16,0.397225,0.790364,0.0882391,0.195664
0,17,0.341037,0.676338,0.0785676,0.159799
0,18,0.282242,0.553123,0.0640091,0.129743
0,19,0.218344,0.428574,0.0529177,0.0995533
0,20,0.162085,0.314751,0.0422532,0.0712999
0,21,0.115557,0.222279,0.0285694,0.0476203
0,22,0.0766025,0.156654,0.0222043,0.0359417
0,23,0.054662,0.10625,0.0185736,0.0284961
0,24,0.0385451,0.0712879,0.0118972,0.0215324
0,25,0.023665,0.0410946,0.00626393,0.0108553
0,26,0.0130274,0.0285225,0.00476759,0.0113879
0,27,0.00904037,0.0112495,0.00679701,0.00966113
0,28,0.00528655,0.0108912,0.0032741,0.00745659
0,29,0.00756864,0.00843872,0.00797538,0.00745902
0,30,0.00537902,0.00445703,0.00348777,0.000131534
0,31,0.00230552,0.00151325,0.00932449,0.0090339
0,32,0.0003,0.0044,0.0087,0.0041
0,33,0.0066,0.0005,0.0076,0.0085
0,34,0.0072,0,0.0057,0.0007
0,35,0.0003,0.0015,0.0084,0.0024
1,0,0.121359,0.235203,0.0583176,0.293582
1,1,0.138411,0.270903,0.059534,0.29322
1,2,0.162106,0.325254,0.0617173,0.291877
1,3,0.184077,0.379554,0.0640942,0.289943
1,4,0.20577,0.429486,0.0668429,0.288738
1,5,0.229419,0.485358,0.0702146,0.287196
1,6,0.262784,0.557523,0.0749523,0.286271
1,7,0.298995,0.636624,0.0801821,0.285131
1,8,0.333986,0.705137,0.0850597,0.285407
1,9,0.369895,0.771212,0.0898047,0.286407
1,10,0.405009,0.835925,0.0954085,0.287383
1,11,0.440616,0.90131,0.101394,0.288265
1,12,0.476741,0.968273,0.108161,0.288082
1,13,0.511767,1.03112,0.114919,0.284646
1,14,0.533518,1.06716,0.118834,0.27583
1,15,0.532977,1.05929,0.118275,0.25894
1,16,0.505185,1.0005,0.112693,0.235327
1,17,0.452125,0.89394,0.10022,0.203005
1,18,0.382616,0.750459,0.0849085,0.16832
1,19,0.302103,0.599012,0.0709029,0.127759
1,20,0.233386,0.454634,0.0509339,0.100008
1,21,0.164898,0.327982,0.0406732,0.0683085
1,22,0.116795,0.228088,0.0273197,0.0438403
1,23,0.0769021,0.151929,0.0175593,0.0331932
1,24,0.0476578,0.100462,0.0126589,0.0199782
1,25,0.0323503,0.0621995,0.0129743,0.0191904
1,26,0.0216486,0.0420253,0.0105749,0.0111062
1,27,0.0131409,0.0208117,0.00696523,0.00669203
1,28,0.00814512,0.0148949,0.00356194,0.00791569
1,29,0.00626583,0.0108267,0.00991116,0.00165895
1,30,0.00871035,0.00412528,0.00136903,0.00183882
1,31,0.000370823,0.00294266,0.00696392,0.000486473
1,32,0.000431408,0.00896187,0.00240761,0.00330937
1,33,0.00362068,0.00904087,0.00200504,0.00830608
1,34,0.0079,0.0089,0.0032,0.0029
1,35,0.0031,0.0081,0.0064,0.0066
2,0,0.155173,0.299019,0.0601796,0.294126
2,1,0.168461,0.329333,0.0614601,0.293409
2,2,0.184945,0.368767,0.0633233,0.292184
2,3,0.201529,0.411375,0.0655197,0.290444
2,4,0.217729,0.453112,0.0678526,0.288748
2,5,0.240314,0.503767,0.07124,0.287785
2,6,0.27389,0.578016,0.0763277,0.286571
2,7,0.309961,0.658469,0.0818541,0.285157
2,8,0.350423,0.734555,0.0876196,0.286027
2,9,0.392828,0.813674,0.0938322,0.287045
2,10,0.430342,0.882277,0.0993247,0.288181
2,11,0.467804,0.952963,0.106483,0.288926
2,12,0.512552,1.03581,0.114943,0.289774
2,13,0.559145,1.12028,0.124073,0.289809
2,14,0.595338,1.18375,0.13102,0.287681
2,15,0.611911,1.21005,0.134083,0.281073
2,16,0.603056,1.18839,0.132137,0.266744
2,17,0.562963,1.10751,0.123543,0.24261
2,18,0.49413,0.969977,0.111306,0.207048
2,19,0.405028,0.797888,0.0933673,0.165893
2,20,0.311607,0.615248,0.0711709,0.127059
2,21,0.233922,0.44879,0.0531106,0.0926024
2,22,0.163416,0.315189,0.039151,0.0655707
2,23,0.10893,0.211832,0.0305845,0.0429072
2,24,0.0710123,0.14298,0.020925,0.0254689
2,25,0.0479671,0.0909217,0.0158149,0.0185697
2,26,0.0261727,0.0552842,0.0105769,0.0130839
2,27,0.0152521,0.0297993,0.00713891,0.00693172
2,28,0.0138491,0.0220947,0.0068074,0.00853204
2,29,0.0112237,0.0138478,0.000958878,0.00607701
2,30,0.00480004,0.0080832,0.00155956,0.0076735
2,31,0.0101156,0.0102338,0.000751519,0.00279159
2,32,0.00858403,0.00676506,0.00274506,0.00375444
2,33,0.00329466,0.00928659,0.00672267,0.00432784
2,34,0.0051,0.0016,0.0085,0.0075
2,35,0.0057,0.0026,0.0097,0.0022
3,0,0.186636,0.361132,0.0624623,0.294146
3,1,0.198176,0.384691,0.0634799,0.294018
3,2,0.210135,0.413486,0.0650023,0.293103
3,3,0.221444,0.445932,0.0670505,0.291324
3,4,0.235344,0.482536,0.0695415,0.289756
3,5,0.256747,0.532968,0.0730027,0.288412
3,6,0.290971,0.607817,0.0785472,0.287346
3,7,0.331904,0.694561,0.0850402,0.286548
3,8,0.376562,0.782563,0.0920173,0.286827
3,9,0.422601,0.870189,0.0992468,0.287647
3,10,0.461691,0.943586,0.10571,0.288523
3,11,0.502853,1.02047,0.113566,0.289537
3,12,0.552583,1.11211,0.123211,0.290864
3,13,0.601085,1.19967,0.132514,0.292212
3,14,0.638079,1.26394,0.139495,0.293137
3,15,0.663306,1.30689,0.144733,0.292134
3,16,0.670803,1.31832,0.146469,0.286509
3,17,0.651018,1.27862,0.14301,0.2721
3,18,0.595956,1.17265,0.132868,0.243729
3,19,0.512306,1.00532,0.114424,0.20672
3,20,0.408899,0.805437,0.0929313,0.161488
3,21,0.306026,0.602301,0.0715899,0.118361
3,22,0.217044,0.430953,0.0557672,0.0884165
3,23,0.146529,0.293537,0.0347019,0.0572333
3,24,0.0957386,0.189936,0.0265348,0.039047
3,25,0.0657844,0.127953,0.017979,0.028261
3,26,0.0433329,0.0735178,0.0175112,0.0193941
3,27,0.0205625,0.0419096,0.00959328,0.0126035
3,28,0.0145274,0.0322172,0.0118602,0.00916576
3,29,0.0073068,0.0138791,0.00798249,0.00575402
3,30,0.00446113,0.011586,0.00421135,0.00310645
3,31,0.00414696,0.00768779,0.00635081,0.00391978
3,32,0.00757911,0.00195446,0.00856664,0.00328261
3,33,0.000642249,0.00308051,0.00033488,0.00804119
3,34,0.0053,0,0.005,0.0064
3,35,0.0037,0.0003,0.0026,0.0067
4,0,0.215929,0.417416,0.0648438,0.294462
4,1,0.226213,0.439093,0.0659525,0.294223
4,2,0.236968,0.464737,0.0675687,0.293444
4,3,0.246839,0.491148,0.069441,0.292252
4,4,0.259565,0.524604,0.0720657,0.290861
4,5,0.281577,0.576814,0.0761668,0.289465
4,6,0.318006,0.657055,0.0824489,0.288244
4,7,0.362186,0.751279,0.08974,0.287286
4,8,0.41081,0.84715,0.0980019,0.287621
4,9,0.458141,0.938569,0.105781,0.288233
4,10,0.499217,1.01655,0.113103,0.289039
4,11,0.543039,1.09898,0.122039,0.290094
4,12,0.591198,1.1876,0.131517,0.291487
4,13,0.631927,1.2604,0.139143,0.292935
4,14,0.664999,1.31627,0.145611,0.294455
4,15,0.6931,1.36184,0.150876,0.295827
4,16,0.709638,1.3914,0.154895,0.294788
4,17,0.709149,1.39071,0.1557,0.288313
4,18,0.678796,1.33287,0.150476,0.270785
4,19,0.610517,1.19951,0.136983,0.238749
4,20,0.50929,1.00249,0.114514,0.198387
4,21,0.397987,0.782022,0.0901414,0.150238
4,22,0.287332,0.570455,0.0655262,0.106242
4,23,0.201983,0.398888,0.0525782,0.0754035
4,24,0.133139,0.264581,0.0322251,0.0521572
4,25,0.088942,0.170672,0.0216446,0.0385158
4,26,0.0576484,0.107249,0.0177816,0.0221484
4,27,0.0302012,0.0577172,0.0138926,0.0154599
4,28,0.0221512,0.0416113,0.00945861,0.00885135
4,29,0.0139292,0.0217497,0.00829511,0.00921042
4,30,0.00629562,0.0148399,0.0080456,0.00842058
4,31,0.00742865,0.0100545,0.00222526,0.00801598
4,32,0.00195968,0.00490675,0.00383673,0.00636104
4,33,0.00748647,0.00626913,0.00606973,0.00418347
4,34,0.00233302,0.00226579,0.00870811,0.00430922
4,35,0.0043,0.0063,0.0004,0
5,0,0.245986,0.47799,0.0683166,0.294309
5,1,0.255787,0.498218,0.0693195,0.294146
5,2,0.266202,0.520342,0.0705005,0.293849
5,3,0.275251,0.543979,0.0723968,0.292895
5,4,0.289916,0.580046,0.0756876,0.291782
5,5,0.314826,0.63815,0.0807747,0.290429
5,6,0.35379,0.724007,0.0881129,0.289167
5,7,0.401166,0.824148,0.0967249,0.288361
5,8,0.451479,0.925823,0.105739,0.288306
5,9,0.500111,1.02125,0.114875,0.288789
5,10,0.54367,1.10506,0.123235,0.2895
5,11,0.58532,1.18358,0.131562,0.290446
5,12,0.624076,1.25457,0.139249,0.291609
5,13,0.656569,1.31195,0.145537,0.292855
5,14,0.687122,1.3614,0.151348,0.294653
5,15,0.714384,1.40423,0.156383,0.296383
5,16,0.733336,1.43626,0.160448,0.297058
5,17,0.743691,1.45865,0.164158,0.294732
5,18,0.735715,1.44558,0.163734,0.285765
5,19,0.691504,1.36206,0.156054,0.26483
5,20,0.606998,1.19657,0.138501,0.228873
5,21,0.490268,0.971379,0.114569,0.184189
5,22,0.375205,0.737339,0.0865095,0.133867
5,23,0.26495,0.525189,0.0626722,0.0959276
5,24,0.186009,0.362384,0.0422536,0.0654912
5,25,0.124496,0.233252,0.0319524,0.040871
5,26,0.0773186,0.149575,0.0186398,0.0288685
5,27,0.0501688,0.0911599,0.0128576,0.019867
5,28,0.0327757,0.0595294,0.010241,0.0155052
5,29,0.0162389,0.0252604,0.00952188,0.00721148
5,30,0.0158755,0.0227915,0.00528993,0.0041007
5,31,0.00744012,0.0122883,0.00649438,0.00455725
5,32,0.0068911,0.00868211,0.00771843,0.00436883
5,33,0.00687802,0.00395862,0.00476925,0.00129536
5,34,0.00798191,0.0062669,0.00574631,0.00694994
5,35,0.00443294,0.00876622,0.00330849,0.00200908
6,0,0.28275,0.552023,0.0728228,0.294169
6,1,0.290043,0.566974,0.0735615,0.294065
6,2,0.298746,0.586123,0.07501,0.293737
6,3,0.311206,0.613615,0.0772022,0.2933
6,4,0.327792,0.652869,0.080902,0.292329
6,5,0.355047,0.715828,0.0869277,0.291018
6,6,0.396555,0.807132,0.0954711,0.289784
6,7,0.446643,0.913502,0.10532,0.288922
6,8,0.50022,1.02272,0.11612,0.288828
6,9,0.551951,1.12556,0.126375,0.289164
6,10,0.592447,1.20423,0.134394,0.289717
6,11,0.623637,1.26259,0.140661,0.290476
6,12,0.65289,1.31546,0.146634,0.291441
6,13,0.681205,1.36369,0.152298,0.292785
6,14,0.709047,1.40878,0.157775,0.294414
6,15,0.735327,1.4509,0.163025,0.295984
6,16,0.755699,1.48537,0.167517,0.296893
6,17,0.769706,1.51227,0.171449,0.296586
6,18,0.774824,1.52389,0.173896,0.293153
6,19,0.754015,1.4859,0.170603,0.280745
6,20,0.690263,1.36466,0.158686,0.253773
6,21,0.585291,1.15999,0.136511,0.213057
6,22,0.462254,0.914048,0.110853,0.166546
6,23,0.339003,0.677041,0.0794806,0.117707
6,24,0.237024,0.475092,0.0602434,0.0815281
6,25,0.166117,0.31755,0.0439073,0.0561918
6,26,0.108647,0.204653,0.0296828,0.0404332
6,27,0.0620606,0.125937,0.0146763,0.0242804
6,28,0.0415616,0.0810621,0.0114022,0.0169285
