x,y,beta,gamma,rx,ry
0,0,0.10423,0.200837,0.0577064,0.293701
0,1,0.132437,0.258731,0.0595302,0.29317
0,2,0.157513,0.311743,0.0613896,0.292147
0,3,0.178641,0.355339,0.0629501,0.290793
0,4,0.193168,0.388271,0.0642143,0.286698
0,5,0.202157,0.408983,0.0646014,0.277597
0,6,0.204571,0.415049,0.063117,0.260506
0,7,0.198066,0.402695,0.0589298,0.234773
0,8,0.183254,0.372625,0.0538175,0.202116
0,9,0.160404,0.328604,0.0462312,0.163817
0,10,0.14118,0.279892,0.0379366,0.130119
0,11,0.11836,0.23224,0.0306746,0.104333
0,12,0.0921048,0.188525,0.0261287,0.0744567
0,13,0.0692027,0.1413,0.018719,0.0565757
0,14,0.0579303,0.112084,0.0153926,0.0370285
0,15,0.0424984,0.0820856,0.011101,0.0238406
0,16,0.0305423,0.0609143,0.00705339,0.0191824
0,17,0.0204324,0.0409219,0.0112063,0.0107574
0,18,0.0213117,0.0334971,0.00760362,0.0141165
0,19,0.0133777,0.0226809,0.00978598,0.0117033
0,20,0.00929956,0.0120915,0.0103637,0.00687951
0,21,0.0069662,0.00758346,0.0051334,0.00275603
0,22,0.00216863,0.0110463,0.0063448,0.00671031
0,23,0.00547742,0.00957146,0.00812859,0.0097152
0,24,0.00705108,0.00921579,0.00503606,0.00965439
0,25,0.00405994,0.00242659,0.00191478,0.00342166
0,26,0.0019,0.0067,0.0023,0.0073
0,27,0.0036,0.0005,0.0056,0.0077
0,28,0.0023,0.005,0.0026,0.0064
0,29,0.0068,0.0069,0.0078,0.0072
0,30,0.005,0.0037,0.0034,0
0,31,0.0022,0.0013,0.0093,0.009
0,32,0.0003,0.0044,0.0087,0.0041
0,33,0.0066,0.0005,0.0076,0.0085
0,34,0.0072,0,0.0057,0.0007
0,35,0.0003,0.0015,0.0084,0.0024
1,0,0.136533,0.268771,0.060203,0.292926
1,1,0.152753,0.302945,0.061489,0.292545
1,2,0.174457,0.348692,0.0632716,0.29195
1,3,0.194924,0.390919,0.0649254,0.291364
1,4,0.210178,0.426346,0.0666626,0.289328
1,5,0.223822,0.456501,0.0681609,0.284746
1,6,0.233388,0.476945,0.0688462,0.273864
1,7,0.234972,0.47956,0.0675032,0.253429
1,8,0.226261,0.461124,0.0635343,0.22435
1,9,0.207765,0.423891,0.0577097,0.190113
1,10,0.182752,0.37022,0.0508948,0.156516
1,11,0.155565,0.319256,0.0410825,0.125403
1,12,0.12683,0.25991,0.0329624,0.0927154
1,13,0.0997976,0.205425,0.0304396,0.0693291
1,14,0.0769994,0.160694,0.0214111,0.0526932
1,15,0.0598667,0.117833,0.0171498,0.032023
1,16,0.0424547,0.0849996,0.0156594,0.0266505
1,17,0.0300799,0.0619927,0.00864205,0.0174127
1,18,0.0249433,0.0397634,0.00675194,0.0163858
1,19,0.01328,0.0321456,0.0101268,0.00553582
1,20,0.0171184,0.026164,0.00270539,0.012135
1,21,0.00768173,0.0193249,0.00690483,0.00544887
1,22,0.00889878,0.0154825,0.00354137,0.00109688
1,23,0.0046045,0.00975724,0.00145984,0.00571043
1,24,0.000889572,0.00880942,0.00229455,0.0023398
1,25,0.0032677,0.00485327,0.00664051,0.00855857
1,26,0.00496163,0.00912976,0.00691497,0.00502154
1,27,0.0048,0.0043,0.0051,0.0037
1,28,0.0035,0.0057,0.0025,0.0063
1,29,0.0049,0.0081,0.0096,0.0012
1,30,0.008,0.0027,0.0012,0.0016
1,31,0.0001,0.0024,0.0069,0.0004
1,32,0.0004,0.0089,0.0024,0.0033
1,33,0.0036,0.009,0.002,0.0083
1,34,0.0079,0.0089,0.0032,0.0029
1,35,0.0031,0.0081,0.0064,0.0066
2,0,0.170068,0.33808,0.0629677,0.292387
2,1,0.180739,0.362623,0.0641238,0.291821
2,2,0.19692,0.396949,0.0658355,0.291385
2,3,0.213978,0.434503,0.0676736,0.290588
2,4,0.230932,0.470851,0.0697657,0.28962
2,5,0.247782,0.508516,0.0720203,0.287188
2,6,0.263416,0.540837,0.0740874,0.280547
2,7,0.273133,0.559873,0.0746436,0.266837
2,8,0.272319,0.556731,0.0729928,0.243897
2,9,0.260163,0.531968,0.0677808,0.213768
2,10,0.240389,0.482788,0.0606862,0.178707
2,11,0.209697,0.426165,0.0544739,0.147672
2,12,0.179355,0.358202,0.0444775,0.115741
2,13,0.143886,0.29306,0.0393327,0.0829276
2,14,0.114684,0.22901,0.0271517,0.0601489
2,15,0.0915947,0.177326,0.0194676,0.0439206
2,16,0.0698362,0.131688,0.0154588,0.0312443
2,17,0.0500336,0.0937972,0.0108051,0.0251773
2,18,0.0375565,0.0657681,0.0160476,0.0148179
2,19,0.0236677,0.047778,0.0135595,0.00834547
2,20,0.0134788,0.0293582,0.0063095,0.00796932
2,21,0.0174976,0.017652,0.00523379,0.00747917
2,22,0.0114402,0.0142694,0.00576292,0.00764411
2,23,0.00593696,0.00856616,0.00834228,0.0042104
2,24,0.0038982,0.0109545,0.00619097,0.000382987
2,25,0.00577169,0.00747801,0.00648988,0.00313008
2,26,0.00128527,0.00627901,0.00502082,0.00422975
2,27,0.0023,0.0042,0.0042,0.0024
2,28,0.0064,0.0073,0.0051,0.006
2,29,0.0085,0.0084,0.0003,0.0052
2,30,0.0033,0.0051,0.0012,0.0072
2,31,0.0095,0.009,0.0006,0.0026
2,32,0.0084,0.0064,0.0027,0.0037
2,33,0.0032,0.0091,0.0067,0.0043
2,34,0.0051,0.0016,0.0085,0.0075
2,35,0.0057,0.0026,0.0097,0.0022
3,0,0.202683,0.402654,0.065912,0.292418
3,1,0.210886,0.423855,0.0672366,0.291597
3,2,0.225161,0.455099,0.0692166,0.29109
3,3,0.242407,0.49268,0.0715303,0.290425
3,4,0.260936,0.532985,0.0741112,0.28959
3,5,0.279415,0.573696,0.0769833,0.287815
3,6,0.29791,0.613768,0.079953,0.284098
3,7,0.315274,0.647001,0.0820179,0.274976
3,8,0.324262,0.662665,0.0828323,0.258139
3,9,0.321103,0.652028,0.0800222,0.23276
3,10,0.302685,0.615257,0.0750104,0.204603
3,11,0.272235,0.552353,0.0656565,0.170133
3,12,0.239882,0.48055,0.0588328,0.141069
3,13,0.200251,0.397261,0.0511741,0.105717
3,14,0.161735,0.320335,0.0373299,0.0836968
3,15,0.125097,0.243211,0.0330588,0.058224
3,16,0.0906957,0.181439,0.0203047,0.0409234
3,17,0.0668248,0.13107,0.0177705,0.0353247
3,18,0.0455853,0.0975368,0.0177851,0.0204697
3,19,0.0388831,0.0690864,0.0110459,0.0197829
3,20,0.0241685,0.04838,0.00898606,0.010731
3,21,0.0142368,0.0269954,0.00797858,0.00600127
3,22,0.00846566,0.0209184,0.0112276,0.0119018
3,23,0.0034506,0.0123155,0.00257306,0.00473337
3,24,0.00159518,0.00417288,0.00566208,0.00518043
3,25,0.00620594,0.0100579,0.00452364,0.00717456
3,26,0.00781469,0.00274327,0.00962758,0.00703993
3,27,0.0013,0.0038,0.0052,0.0061
3,28,0.0032,0.0098,0.0093,0.0054
3,29,0.0027,0.0047,0.0069,0.0043
3,30,0.0019,0.0065,0.0036,0.0023
3,31,0.0031,0.0056,0.0061,0.0036
3,32,0.0073,0.0014,0.0085,0.0032
3,33,0.0005,0.0028,0.0003,0.008
3,34,0.0053,0,0.005,0.0064
3,35,0.0037,0.0003,0.0026,0.0067
4,0,0.236484,0.470974,0.0698909,0.292221
4,1,0.246028,0.493232,0.071353,0.291725
4,2,0.261353,0.528137,0.0738776,0.290973
4,3,0.280598,0.570631,0.0768298,0.290227
4,4,0.300173,0.613683,0.0799248,0.289394
4,5,0.318989,0.65574,0.0831857,0.288089
4,6,0.339819,0.698059,0.0868427,0.28578
4,7,0.362799,0.743624,0.0908276,0.280154
4,8,0.381579,0.778912,0.0934733,0.269397
4,9,0.386727,0.785739,0.0935033,0.251079
4,10,0.374402,0.76112,0.0896603,0.227118
4,11,0.347199,0.704888,0.0825683,0.198762
4,12,0.309452,0.626578,0.0757464,0.167855
4,13,0.263308,0.529849,0.0645668,0.130608
4,14,0.21405,0.428018,0.0509272,0.103903
4,15,0.170515,0.33101,0.0444169,0.0805183
4,16,0.129962,0.250477,0.0328997,0.0588351
4,17,0.0923181,0.179325,0.0216533,0.0416753
4,18,0.0670942,0.130059,0.0183597,0.0307213
4,19,0.0501622,0.0918575,0.0154806,0.0193011
4,20,0.0316694,0.059863,0.00754365,0.0196875
4,21,0.0246315,0.0424836,0.00586937,0.00951761
4,22,0.0103803,0.025149,0.0025609,0.00367654
4,23,0.00925889,0.0178293,0.0104054,0.00594369
4,24,0.00375253,0.00873303,0.00265534,0.00672204
4,25,0.00570242,0.00517975,0.00242416,0.00999717
4,26,0.00721507,0.00685213,0.00625312,0.00487227
4,27,0.0022,0.0021,0.0075,0.0062
4,28,0.0056,0.0087,0.0056,0.0034
4,29,0.0068,0.0075,0.0066,0.007
4,30,0.0023,0.0069,0.0071,0.0072
4,31,0.0057,0.0066,0.0018,0.0075
4,32,0.0014,0.0038,0.0037,0.0062
